CityName,CityCode,MSOAName,MSOACode,Population,PopulationDensity
Nottingham,J01000067,Nottingham 008,E02002875,8630.0,5679.909443597974
Nottingham,J01000067,Nottingham 009,E02002876,8150.0,3590.307028856108
Nottingham,J01000067,Nottingham 010,E02002877,7768.0,5164.458965501567
Nottingham,J01000067,Nottingham 011,E02002878,9661.0,5910.1182151610565
Nottingham,J01000067,Nottingham 012,E02002879,9844.0,6712.735544212389
Nottingham,J01000067,Nottingham 013,E02002880,9102.0,7660.470907914452
Nottingham,J01000067,Nottingham 014,E02002881,6880.0,3485.6759708742748
Nottingham,J01000067,Nottingham 015,E02002882,8618.0,4309.843145322045
Nottingham,J01000067,Nottingham 016,E02002883,7942.0,5554.984073073617
Nottingham,J01000067,Nottingham 017,E02002884,7120.0,11291.964090383355
Nottingham,J01000067,Nottingham 018,E02002885,9332.0,12638.390380099068
Nottingham,J01000067,Nottingham 019,E02002886,9782.0,4176.740399279964
Nottingham,J01000067,Nottingham 020,E02002887,6492.0,3043.797180750278
Nottingham,J01000067,Nottingham 021,E02002888,7619.0,6831.022445774545
Nottingham,J01000067,Nottingham 022,E02002889,13877.0,10094.73994309773
Nottingham,J01000067,Nottingham 023,E02002890,14483.0,12129.601268887585
Nottingham,J01000067,Nottingham 024,E02002891,8139.0,3310.59709447263
Nottingham,J01000067,Nottingham 025,E02002892,6096.0,3542.626630391002
Nottingham,J01000067,Nottingham 026,E02002893,16371.0,13085.103470235552
Nottingham,J01000067,Nottingham 028,E02002895,8861.0,7659.101750883865
Nottingham,J01000067,Nottingham 029,E02002896,10631.0,3633.697906784946
Nottingham,J01000067,Nottingham 030,E02002897,8179.0,3152.0433910865354
Nottingham,J01000067,Nottingham 031,E02002898,11275.0,2163.974434205657
Nottingham,J01000067,Nottingham 038,E02006834,7495.0,5618.764108755406
Nottingham,J01000067,Nottingham 039,E02006904,13194.0,6242.122466858052
Nottingham,J01000067,Nottingham 040,E02006905,7864.0,3250.138504016618
Oxford,J01000070,Oxford 001,E02005940,5464.0,1410.2660422118493
Oxford,J01000070,Oxford 002,E02005941,6903.0,3662.378976952615
Oxford,J01000070,Oxford 003,E02005942,6604.0,3180.2731961127192
Oxford,J01000070,Oxford 004,E02005943,6093.0,1663.93099637596
Oxford,J01000070,Oxford 005,E02005944,6996.0,4361.272175433966
Oxford,J01000070,Oxford 006,E02005945,14878.0,5189.33878994946
Oxford,J01000070,Oxford 007,E02005946,7292.0,4503.536566703882
Oxford,J01000070,Oxford 008,E02005947,18665.0,5289.4092946844485
Oxford,J01000070,Oxford 009,E02005948,6816.0,1097.9286230926512
Oxford,J01000070,Oxford 010,E02005949,7055.0,4364.539162499413
Oxford,J01000070,Oxford 011,E02005950,10525.0,6385.6880727557245
Oxford,J01000070,Oxford 012,E02005951,5382.0,2291.998946195468
Oxford,J01000070,Oxford 014,E02005953,4920.0,4377.012116020374
Oxford,J01000070,Oxford 015,E02005954,9025.0,3914.6439596091686
Oxford,J01000070,Oxford 016,E02005955,9678.0,3980.506226254647
Oxford,J01000070,Oxford 017,E02005956,5709.0,4655.657043030512
Oxford,J01000070,Oxford 018,E02005957,5999.0,5964.747814976774
Plymouth,J01000072,Plymouth 001,E02003122,7124.0,1972.3325648639786
Plymouth,J01000072,Plymouth 002,E02003123,8772.0,3191.4503414139067
Plymouth,J01000072,Plymouth 003,E02003124,8075.0,2916.1244591477525
Plymouth,J01000072,Plymouth 004,E02003125,5989.0,1840.179070291388
Plymouth,J01000072,Plymouth 005,E02003126,7944.0,1562.6516584544488
Plymouth,J01000072,Plymouth 006,E02003127,7433.0,3894.4662874199803
Plymouth,J01000072,Plymouth 007,E02003128,8959.0,4320.735851065573
Plymouth,J01000072,Plymouth 008,E02003129,6156.0,2797.1656627951347
Plymouth,J01000072,Plymouth 009,E02003130,10418.0,5569.459077030152
Plymouth,J01000072,Plymouth 010,E02003131,7272.0,2675.750871254651
Plymouth,J01000072,Plymouth 011,E02003132,9039.0,4835.8841190608255
Plymouth,J01000072,Plymouth 012,E02003133,7116.0,4008.5966584487687
Plymouth,J01000072,Plymouth 013,E02003134,6813.0,3530.5580255077
Plymouth,J01000072,Plymouth 014,E02003135,7620.0,2901.5155986839895
Plymouth,J01000072,Plymouth 015,E02003136,7645.0,1812.8052226180644
Plymouth,J01000072,Plymouth 016,E02003137,7794.0,4007.0640392793416
Plymouth,J01000072,Plymouth 017,E02003138,7636.0,5510.235553408067
Plymouth,J01000072,Plymouth 018,E02003139,6586.0,5086.530274629836
Plymouth,J01000072,Plymouth 019,E02003140,7635.0,2079.6556970513257
Plymouth,J01000072,Plymouth 020,E02003141,7916.0,9627.264232369194
Plymouth,J01000072,Plymouth 021,E02003142,9036.0,3831.037034746789
Plymouth,J01000072,Plymouth 022,E02003143,7330.0,3846.416183715797
Plymouth,J01000072,Plymouth 023,E02003144,9092.0,10052.78575009619
Plymouth,J01000072,Plymouth 024,E02003145,6829.0,5606.751896110283
Plymouth,J01000072,Plymouth 025,E02003146,8653.0,10489.959669695168
Plymouth,J01000072,Plymouth 026,E02003147,9290.0,4468.554968440777
Plymouth,J01000072,Plymouth 027,E02003148,10903.0,7123.154565718992
Plymouth,J01000072,Plymouth 028,E02003149,9614.0,4719.015706886414
Plymouth,J01000072,Plymouth 030,E02003151,7884.0,1677.3870797863844
Plymouth,J01000072,Plymouth 031,E02003152,10507.0,1336.5205968618027
Plymouth,J01000072,Plymouth 032,E02003153,7409.0,3079.6702788275297
Portsmouth,J01000074,Portsmouth 001,E02003524,7896.0,4194.690554189884
Portsmouth,J01000074,Portsmouth 002,E02003525,6478.0,3242.361466116228
Portsmouth,J01000074,Portsmouth 003,E02003526,6710.0,2979.887758820358
Portsmouth,J01000074,Portsmouth 004,E02003527,6311.0,1637.6880689917757
Portsmouth,J01000074,Portsmouth 006,E02003529,8181.0,5468.7280767818065
Portsmouth,J01000074,Portsmouth 007,E02003530,7658.0,4509.139605923858
Portsmouth,J01000074,Portsmouth 008,E02003531,7739.0,2012.7123212489566
Portsmouth,J01000074,Portsmouth 009,E02003532,7693.0,9761.401198600499
Portsmouth,J01000074,Portsmouth 010,E02003533,5675.0,4236.7013137747035
Portsmouth,J01000074,Portsmouth 011,E02003534,9025.0,10759.46171853684
Portsmouth,J01000074,Portsmouth 012,E02003535,9785.0,15316.198035987278
Portsmouth,J01000074,Portsmouth 013,E02003536,8156.0,7060.019223549161
Portsmouth,J01000074,Portsmouth 014,E02003537,10333.0,6836.944457406667
Portsmouth,J01000074,Portsmouth 015,E02003538,10564.0,10979.027970361127
Portsmouth,J01000074,Portsmouth 017,E02003540,9405.0,3689.7811767228864
Portsmouth,J01000074,Portsmouth 018,E02003541,12648.0,18505.099558503818
Portsmouth,J01000074,Portsmouth 019,E02003542,9439.0,16622.704771268833
Portsmouth,J01000074,Portsmouth 020,E02003543,9037.0,15522.383457455287
Portsmouth,J01000074,Portsmouth 021,E02003544,6283.0,12923.962228600032
Portsmouth,J01000074,Portsmouth 022,E02003545,7444.0,13009.037371431836
Portsmouth,J01000074,Portsmouth 023,E02003546,8538.0,4605.577823694645
Portsmouth,J01000074,Portsmouth 024,E02003547,9474.0,5274.524200018029
Portsmouth,J01000074,Portsmouth 025,E02003548,6622.0,12264.070254057564
Portsmouth,J01000074,Portsmouth 026,E02006821,6550.0,1680.7601068847523
Preston,J01000075,Preston 003,E02005255,8933.0,3915.955693557824
Preston,J01000075,Preston 004,E02005256,6554.0,1510.804521668904
Preston,J01000075,Preston 005,E02005257,5893.0,3882.1060222989854
Preston,J01000075,Preston 006,E02005258,7822.0,2831.105022879792
Preston,J01000075,Preston 007,E02005259,10298.0,3747.4002929153926
Preston,J01000075,Preston 008,E02005260,6474.0,3535.858122313032
Preston,J01000075,Preston 009,E02005261,10100.0,1608.4331373749785
Preston,J01000075,Preston 010,E02005262,6632.0,701.3615420394998
Preston,J01000075,Preston 011,E02005263,7110.0,5593.526562201602
Preston,J01000075,Preston 012,E02005264,12702.0,6432.463682238276
Preston,J01000075,Preston 013,E02005265,10606.0,4136.71908983435
Preston,J01000075,Preston 014,E02005266,8879.0,7407.411945260768
Preston,J01000075,Preston 015,E02005267,7363.0,8842.319712554294
Preston,J01000075,Preston 016,E02005268,9274.0,2611.725677836424
Preston,J01000075,Preston 017,E02005269,11113.0,5109.379735129439
Salford,J01000080,Salford 010,E02001166,7351.0,5743.392689151762
Salford,J01000080,Salford 011,E02001167,7291.0,3580.946398071289
Salford,J01000080,Salford 017,E02001173,8366.0,2917.3062129683185
Salford,J01000080,Salford 018,E02001174,5520.0,5454.135142718504
Salford,J01000080,Salford 021,E02001177,13392.0,3782.500580124744
Salford,J01000080,Salford 023,E02001179,6865.0,7535.004658034145
Salford,J01000080,Salford 024,E02001180,6669.0,7297.07745811892
Sheffield,J01000082,Sheffield 005,E02001615,7211.0,650.6486182467784
Sheffield,J01000082,Sheffield 006,E02001616,7202.0,4371.853187630018
Sheffield,J01000082,Sheffield 007,E02001617,5849.0,3590.1513150519686
Sheffield,J01000082,Sheffield 009,E02001619,9782.0,4207.307254185854
Sheffield,J01000082,Sheffield 010,E02001620,7021.0,4981.002938716991
Sheffield,J01000082,Sheffield 011,E02001621,6129.0,4105.0139442013515
Sheffield,J01000082,Sheffield 012,E02001622,8850.0,4178.207276313151
Sheffield,J01000082,Sheffield 013,E02001623,8458.0,5514.040608314066
Sheffield,J01000082,Sheffield 014,E02001624,9943.0,2778.472578295767
Sheffield,J01000082,Sheffield 015,E02001625,7909.0,5283.060366611912
Sheffield,J01000082,Sheffield 016,E02001626,5769.0,6394.3937632715515
Sheffield,J01000082,Sheffield 017,E02001627,6165.0,1900.574793325828
Sheffield,J01000082,Sheffield 018,E02001628,7145.0,997.7906380369513
Sheffield,J01000082,Sheffield 019,E02001629,6988.0,4060.917915543574
Sheffield,J01000082,Sheffield 020,E02001630,9814.0,4951.808533890012
Sheffield,J01000082,Sheffield 021,E02001631,7690.0,5616.615030834544
Sheffield,J01000082,Sheffield 022,E02001632,14892.0,2695.283753542391
Sheffield,J01000082,Sheffield 023,E02001633,7481.0,410.6297235341092
Sheffield,J01000082,Sheffield 024,E02001634,9276.0,6525.025208580634
Sheffield,J01000082,Sheffield 025,E02001635,6105.0,1793.4502066637554
Sheffield,J01000082,Sheffield 026,E02001636,11830.0,6679.8363990304415
Sheffield,J01000082,Sheffield 027,E02001637,8616.0,2013.2048462908353
Sheffield,J01000082,Sheffield 028,E02001638,6000.0,13051.914838781373
Sheffield,J01000082,Sheffield 029,E02001639,6150.0,7501.366299391997
Sheffield,J01000082,Sheffield 030,E02001640,8041.0,5616.595808591521
Sheffield,J01000082,Sheffield 032,E02001642,10329.0,3004.748963162459
Sheffield,J01000082,Sheffield 033,E02001643,6304.0,1899.7856812009275
Sheffield,J01000082,Sheffield 036,E02001646,8946.0,6815.960136744295
Sheffield,J01000082,Sheffield 037,E02001647,6166.0,2966.494553940282
Sheffield,J01000082,Sheffield 038,E02001648,10005.0,4717.994090711104
Sheffield,J01000082,Sheffield 039,E02001649,10459.0,3341.8636919642345
Sheffield,J01000082,Sheffield 040,E02001650,10995.0,13161.075656695639
Sheffield,J01000082,Sheffield 041,E02001651,7841.0,248.24850430344006
Sheffield,J01000082,Sheffield 042,E02001652,13444.0,8738.53178481628
Sheffield,J01000082,Sheffield 043,E02001653,7723.0,3802.3106568099274
Sheffield,J01000082,Sheffield 044,E02001654,6288.0,2477.559007830143
Sheffield,J01000082,Sheffield 045,E02001655,7687.0,3860.701584153569
Sheffield,J01000082,Sheffield 046,E02001656,8174.0,5829.098701125528
Sheffield,J01000082,Sheffield 047,E02001657,9259.0,5244.811306310148
Sheffield,J01000082,Sheffield 048,E02001658,5474.0,5378.177347383414
Sheffield,J01000082,Sheffield 049,E02001659,6004.0,2602.4999178598673
Sheffield,J01000082,Sheffield 050,E02001660,10281.0,7058.3505264985915
Sheffield,J01000082,Sheffield 051,E02001661,8182.0,5265.060734450543
Sheffield,J01000082,Sheffield 052,E02001662,7439.0,4599.342668509003
Sheffield,J01000082,Sheffield 053,E02001663,7682.0,5505.21587079341
Sheffield,J01000082,Sheffield 054,E02001664,6331.0,5051.403455311044
Sheffield,J01000082,Sheffield 055,E02001665,9671.0,1480.8460614619082
Sheffield,J01000082,Sheffield 056,E02001666,5911.0,2747.0003519431243
Sheffield,J01000082,Sheffield 059,E02001669,7640.0,5469.670836651215
Sheffield,J01000082,Sheffield 060,E02001670,6376.0,4471.187446731298
Sheffield,J01000082,Sheffield 061,E02001671,5657.0,2857.6407312265783
Sheffield,J01000082,Sheffield 062,E02001672,6118.0,3455.1161154096967
Sheffield,J01000082,Sheffield 063,E02001673,5261.0,2302.979459315807
Sheffield,J01000082,Sheffield 064,E02001674,8694.0,1790.9565656115672
Sheffield,J01000082,Sheffield 065,E02001675,8670.0,3031.9603401511845
Sheffield,J01000082,Sheffield 066,E02001676,5734.0,1730.8307773397198
Sheffield,J01000082,Sheffield 068,E02001678,10365.0,728.0857966537981
Sheffield,J01000082,Sheffield 069,E02001679,6591.0,5273.084924307943
Sheffield,J01000082,Sheffield 070,E02001680,6480.0,4820.893786177796
Sheffield,J01000082,Sheffield 071,E02001681,7600.0,2733.170012774406
Sheffield,J01000082,Sheffield 072,E02006803,9128.0,1568.1703465855223
Sheffield,J01000082,Sheffield 073,E02006843,23504.0,20565.001524710948
Sheffield,J01000082,Sheffield 074,E02006844,11821.0,14058.83695402475
Sheffield,J01000082,Sheffield 075,E02006868,13678.0,4171.749791940468
Sheffield,J01000082,Sheffield 076,E02006869,11004.0,3027.9137581669647
Southampton,J01000087,Southampton 001,E02003549,9271.0,3439.2807646744027
Southampton,J01000087,Southampton 002,E02003550,7724.0,4465.034602019972
Southampton,J01000087,Southampton 003,E02003551,6897.0,3650.7496188134214
Southampton,J01000087,Southampton 004,E02003552,5930.0,5447.364157222058
Southampton,J01000087,Southampton 005,E02003553,7976.0,7292.802771548546
Southampton,J01000087,Southampton 006,E02003554,6158.0,3342.522813632889
Southampton,J01000087,Southampton 007,E02003555,8193.0,5254.301813364286
Southampton,J01000087,Southampton 008,E02003556,5714.0,3658.758905018948
Southampton,J01000087,Southampton 009,E02003557,6971.0,4248.1201450253875
Southampton,J01000087,Southampton 010,E02003558,7075.0,5976.988125683038
Southampton,J01000087,Southampton 011,E02003559,7804.0,3164.3936648588124
Southampton,J01000087,Southampton 012,E02003560,7418.0,2994.9029325095303
Southampton,J01000087,Southampton 013,E02003561,8699.0,8764.379431254483
Southampton,J01000087,Southampton 014,E02003562,8398.0,5864.034557998459
Southampton,J01000087,Southampton 015,E02003563,7792.0,7362.569091395913
Southampton,J01000087,Southampton 016,E02003564,7665.0,5624.09852972294
Southampton,J01000087,Southampton 017,E02003565,7455.0,11951.106431693754
Southampton,J01000087,Southampton 018,E02003566,6132.0,4878.658381532292
Southampton,J01000087,Southampton 019,E02003567,7707.0,2863.8643172553934
Southampton,J01000087,Southampton 020,E02003568,9052.0,9527.339471583648
Southampton,J01000087,Southampton 021,E02003569,8020.0,3956.2606098026886
Southampton,J01000087,Southampton 022,E02003570,12399.0,7966.054548147642
Southampton,J01000087,Southampton 023,E02003571,11362.0,7181.339090585177
Southampton,J01000087,Southampton 024,E02003572,6048.0,4519.185873435018
Southampton,J01000087,Southampton 025,E02003573,7553.0,5121.831504533118
Southampton,J01000087,Southampton 026,E02003574,7240.0,4608.17055619323
Southampton,J01000087,Southampton 027,E02003575,6518.0,6195.630533868554
Southampton,J01000087,Southampton 028,E02003576,8005.0,6112.054992777965
Southampton,J01000087,Southampton 030,E02003578,5991.0,4341.215422904813
Southampton,J01000087,Southampton 031,E02003579,9163.0,5263.693825768838
Southampton,J01000087,Southampton 032,E02003580,6018.0,5198.651710505458
Southend-on-Sea,J01000088,Southend-on-Sea 001,E02003279,9425.0,4200.308985837703
Southend-on-Sea,J01000088,Southend-on-Sea 002,E02003280,10599.0,3606.834452927941
Southend-on-Sea,J01000088,Southend-on-Sea 003,E02003281,9665.0,3667.8319520814734
Southend-on-Sea,J01000088,Southend-on-Sea 004,E02003282,10724.0,4299.011527059901
Southend-on-Sea,J01000088,Southend-on-Sea 005,E02003283,11159.0,4941.623899562885
Southend-on-Sea,J01000088,Southend-on-Sea 006,E02003284,11237.0,3197.752632775567
Southend-on-Sea,J01000088,Southend-on-Sea 007,E02003285,11205.0,12218.792393584763
Southend-on-Sea,J01000088,Southend-on-Sea 008,E02003286,9459.0,3090.885962095114
Southend-on-Sea,J01000088,Southend-on-Sea 009,E02003287,9977.0,2138.340743435544
Southend-on-Sea,J01000088,Southend-on-Sea 010,E02003288,13025.0,8121.284778464367
Southend-on-Sea,J01000088,Southend-on-Sea 011,E02003289,10288.0,6756.200880283668
Southend-on-Sea,J01000088,Southend-on-Sea 012,E02003290,10398.0,6428.805447467274
Southend-on-Sea,J01000088,Southend-on-Sea 013,E02003291,11939.0,3128.2980247249934
Southend-on-Sea,J01000088,Southend-on-Sea 014,E02003292,12215.0,9821.817536387929
Southend-on-Sea,J01000088,Southend-on-Sea 015,E02003293,11762.0,7193.879907235246
Southend-on-Sea,J01000088,Southend-on-Sea 016,E02003294,9281.0,3359.1019218712395
Southend-on-Sea,J01000088,Southend-on-Sea 017,E02003295,10415.0,3650.4062101626646
Stoke on Trent,J01000095,Stoke-on-Trent 001,E02002951,7516.0,1834.5651991777518
Stoke on Trent,J01000095,Stoke-on-Trent 002,E02002952,7534.0,1800.0549474183003
Stoke on Trent,J01000095,Stoke-on-Trent 003,E02002953,7323.0,4265.5712985873315
Stoke on Trent,J01000095,Stoke-on-Trent 004,E02002954,8156.0,1452.929352093658
Stoke on Trent,J01000095,Stoke-on-Trent 005,E02002955,7766.0,3139.8703962664677
Stoke on Trent,J01000095,Stoke-on-Trent 006,E02002956,9167.0,4064.6474892576502
Stoke on Trent,J01000095,Stoke-on-Trent 007,E02002957,9468.0,2585.7920373720985
Stoke on Trent,J01000095,Stoke-on-Trent 008,E02002958,8241.0,4304.419316295444
Stoke on Trent,J01000095,Stoke-on-Trent 009,E02002959,9447.0,3163.639095918332
Stoke on Trent,J01000095,Stoke-on-Trent 010,E02002960,5705.0,4008.4158981522933
Stoke on Trent,J01000095,Stoke-on-Trent 011,E02002961,7276.0,2771.3180310593216
Stoke on Trent,J01000095,Stoke-on-Trent 012,E02002962,7314.0,2469.942223980903
Stoke on Trent,J01000095,Stoke-on-Trent 013,E02002963,7301.0,6299.118235923121
Stoke on Trent,J01000095,Stoke-on-Trent 014,E02002964,8406.0,2285.272565981695
Stoke on Trent,J01000095,Stoke-on-Trent 015,E02002965,8530.0,2167.034533581779
Stoke on Trent,J01000095,Stoke-on-Trent 016,E02002966,10194.0,2629.764796441392
Stoke on Trent,J01000095,Stoke-on-Trent 017,E02002967,10306.0,2750.7123893763774
Stoke on Trent,J01000095,Stoke-on-Trent 018,E02002968,9455.0,3357.127606857218
Stoke on Trent,J01000095,Stoke-on-Trent 019,E02002969,9574.0,4888.564966902069
Stoke on Trent,J01000095,Stoke-on-Trent 020,E02002970,8135.0,2587.7614106352758
Stoke on Trent,J01000095,Stoke-on-Trent 023,E02002973,8431.0,2399.6151031730737
Stoke on Trent,J01000095,Stoke-on-Trent 024,E02002974,5969.0,3026.970088509144
Stoke on Trent,J01000095,Stoke-on-Trent 025,E02002975,6993.0,3967.3729942884056
Stoke on Trent,J01000095,Stoke-on-Trent 026,E02002976,5972.0,2386.7781300980646
Stoke on Trent,J01000095,Stoke-on-Trent 027,E02002977,5669.0,3061.6269542637056
Stoke on Trent,J01000095,Stoke-on-Trent 028,E02002978,6808.0,4932.060222869268
Stoke on Trent,J01000095,Stoke-on-Trent 029,E02002979,6091.0,6599.465981513785
Stoke on Trent,J01000095,Stoke-on-Trent 030,E02002980,5931.0,1665.3798073321893
Stoke on Trent,J01000095,Stoke-on-Trent 031,E02002981,8400.0,2298.399807559619
Stoke on Trent,J01000095,Stoke-on-Trent 032,E02002982,8138.0,2349.230291814388
Stoke on Trent,J01000095,Stoke-on-Trent 033,E02002983,4989.0,2555.3946399283377
Stoke on Trent,J01000095,Stoke-on-Trent 034,E02002984,5291.0,1740.714814517742
Sunderland,J01000096,Sunderland 001,E02001791,5512.0,2872.5647315899296
Sunderland,J01000096,Sunderland 002,E02001792,6622.0,4030.0164011108504
Sunderland,J01000096,Sunderland 003,E02001793,8242.0,4296.413534856599
Sunderland,J01000096,Sunderland 004,E02001794,8743.0,3408.7773235677873
Sunderland,J01000096,Sunderland 005,E02001795,7447.0,3075.000319441556
Sunderland,J01000096,Sunderland 006,E02001796,9597.0,5313.150949684267
Sunderland,J01000096,Sunderland 008,E02001798,8237.0,2739.430624913886
Sunderland,J01000096,Sunderland 011,E02001801,6855.0,7831.133315768611
Sunderland,J01000096,Sunderland 012,E02001802,6970.0,4138.624012386128
Sunderland,J01000096,Sunderland 013,E02001803,10304.0,4096.885713471646
Sunderland,J01000096,Sunderland 014,E02001804,6565.0,2898.732892917349
Sunderland,J01000096,Sunderland 015,E02001805,5742.0,4544.489203659236
Sunderland,J01000096,Sunderland 016,E02001806,8124.0,2733.6925808558863
Sunderland,J01000096,Sunderland 018,E02001808,6075.0,6675.480189200069
Sunderland,J01000096,Sunderland 021,E02001811,8785.0,3751.9639797002587
Sunderland,J01000096,Sunderland 022,E02001812,10059.0,3716.6741931326314
Sunderland,J01000096,Sunderland 023,E02001813,9854.0,4403.464940345605
Sunderland,J01000096,Sunderland 024,E02001814,6141.0,2710.8891294527975
Sunderland,J01000096,Sunderland 026,E02001816,6804.0,2695.9715825206617
Sunderland,J01000096,Sunderland 027,E02001817,6614.0,4389.0378138015685
Sunderland,J01000096,Sunderland 028,E02001818,9354.0,2198.5047858782605
Sunderland,J01000096,Sunderland 029,E02001819,6657.0,1789.3665280578255
Sunderland,J01000096,Sunderland 031,E02001821,5566.0,711.9982973336332
York,J01000112,York 004,E02002775,5802.0,1339.6080252669547
York,J01000112,York 005,E02002776,6808.0,1093.28395444823
York,J01000112,York 006,E02002777,8540.0,626.7395157923543
York,J01000112,York 007,E02002778,8324.0,2027.3942658684043
York,J01000112,York 008,E02002779,9672.0,531.0310723946994
York,J01000112,York 009,E02002780,8712.0,7851.782730599413
York,J01000112,York 010,E02002781,11394.0,6753.5406827346405
York,J01000112,York 012,E02002783,10460.0,3897.973005075757
York,J01000112,York 013,E02002784,13932.0,5496.961878034975
York,J01000112,York 014,E02002785,8529.0,1297.8584325446939
York,J01000112,York 015,E02002786,11237.0,7720.924021895725
York,J01000112,York 016,E02002787,9342.0,5393.380214572515
York,J01000112,York 017,E02002788,9065.0,4214.05837566339
York,J01000112,York 018,E02002789,9084.0,5185.574230730137
York,J01000112,York 019,E02002790,13285.0,4920.298432522533
York,J01000112,York 021,E02002792,7938.0,2116.115689507788
York,J01000112,York 022,E02002793,9347.0,2754.8506497800568
