Date,NOx
2019-01-01,24
2019-01-02,84
2019-01-03,75
2019-01-04,140
2019-01-05,110
2019-01-06,64
2019-01-07,56
2019-01-08,67
2019-01-09,60
2019-01-10,138
2019-01-11,124
2019-01-12,53
2019-01-13,25
2019-01-14,90
2019-01-15,65
2019-01-16,64
2019-01-17,98
2019-01-18,146
2019-01-19,85
2019-01-20,97
2019-01-21,167
2019-01-22,134
2019-01-23,120
2019-01-24,215
2019-01-25,116
2019-01-26,57
2019-01-27,27
2019-01-28,100
2019-01-29,125
2019-01-30,123
2019-01-31,113
2019-02-01,48
2019-02-02,79
2019-02-03,67
2019-02-04,92
2019-02-05,116
2019-02-06,117
2019-02-07,43
2019-02-08,36
2019-02-09,44
2019-02-10,43
2019-02-11,114
2019-02-12,99
2019-02-13,98
2019-02-14,139
2019-02-15,146
2019-02-16,88
2019-02-17,43
2019-02-18,63
2019-02-19,No data
2019-02-20,No data
2019-02-21,63
2019-02-22,93
2019-02-23,86
2019-02-24,75
2019-02-25,122
2019-02-26,118
2019-02-27,140
2019-02-28,66
2019-03-01,90
2019-03-02,53
2019-03-03,24
2019-03-04,31
2019-03-05,48
2019-03-06,39
2019-03-07,34
2019-03-08,58
2019-03-09,35
2019-03-10,22
2019-03-11,40
2019-03-12,43
2019-03-13,26
2019-03-14,34
2019-03-15,36
2019-03-16,31
2019-03-17,26
2019-03-18,72
2019-03-19,76
2019-03-20,No data
2019-03-21,No data
2019-03-22,No data
2019-03-23,No data
2019-03-24,No data
2019-03-25,No data
2019-03-26,No data
2019-03-27,No data
2019-03-28,No data
2019-03-29,No data
2019-03-30,No data
2019-03-31,No data
2019-04-01,No data
2019-04-02,No data
2019-04-03,No data
2019-04-04,No data
2019-04-05,No data
2019-04-06,No data
2019-04-07,No data
2019-04-08,No data
2019-04-09,No data
2019-04-10,No data
2019-04-11,No data
2019-04-12,No data
2019-04-13,No data
2019-04-14,No data
2019-04-15,No data
2019-04-16,No data
2019-04-17,No data
2019-04-18,No data
2019-04-19,No data
2019-04-20,No data
2019-04-21,No data
2019-04-22,No data
2019-04-23,No data
2019-04-24,No data
2019-04-25,No data
2019-04-26,No data
2019-04-27,No data
2019-04-28,No data
2019-04-29,No data
2019-04-30,No data
2019-05-01,No data
2019-05-02,No data
2019-05-03,No data
2019-05-04,43
2019-05-05,43
2019-05-06,43
2019-05-07,81
2019-05-08,64
2019-05-09,59
2019-05-10,58
2019-05-11,41
2019-05-12,32
2019-05-13,51
2019-05-14,42
2019-05-15,43
2019-05-16,28
2019-05-17,29
2019-05-18,66
2019-05-19,30
2019-05-20,53
2019-05-21,63
2019-05-22,74
2019-05-23,71
2019-05-24,57
2019-05-25,60
2019-05-26,25
2019-05-27,28
2019-05-28,57
2019-05-29,64
2019-05-30,39
2019-05-31,51
2019-06-01,66
2019-06-02,27
2019-06-03,43
2019-06-04,54
2019-06-05,86
2019-06-06,61
2019-06-07,50
2019-06-08,47
2019-06-09,34
2019-06-10,34
2019-06-11,24
2019-06-12,76
2019-06-13,48
2019-06-14,60
2019-06-15,64
2019-06-16,30
2019-06-17,58
2019-06-18,70
2019-06-19,68
2019-06-20,58
2019-06-21,74
2019-06-22,57
2019-06-23,21
2019-06-24,74
2019-06-25,35
2019-06-26,21
2019-06-27,20
2019-06-28,25
2019-06-29,55
2019-06-30,23
2019-07-01,41
2019-07-02,49
2019-07-03,43
2019-07-04,82
2019-07-05,78
2019-07-06,29
2019-07-07,19
2019-07-08,32
2019-07-09,82
2019-07-10,65
2019-07-11,53
2019-07-12,48
2019-07-13,44
2019-07-14,15
2019-07-15,43
2019-07-16,66
2019-07-17,71
2019-07-18,58
2019-07-19,68
2019-07-20,48
2019-07-21,29
2019-07-22,41
2019-07-23,56
2019-07-24,58
2019-07-25,61
2019-07-26,59
2019-07-27,57
2019-07-28,21
2019-07-29,53
2019-07-30,45
2019-07-31,38
2019-08-01,40
2019-08-02,31
2019-08-03,44
2019-08-04,33
2019-08-05,38
2019-08-06,38
2019-08-07,33
2019-08-08,56
2019-08-09,40
2019-08-10,22
2019-08-11,21
2019-08-12,60
2019-08-13,54
2019-08-14,55
2019-08-15,43
2019-08-16,51
2019-08-17,41
2019-08-18,19
2019-08-19,42
2019-08-20,52
2019-08-21,59
2019-08-22,48
2019-08-23,65
2019-08-24,64
2019-08-25,41
2019-08-26,39
2019-08-27,71
2019-08-28,51
2019-08-29,49
2019-08-30,47
2019-08-31,50
2019-09-01,27
2019-09-02,46
2019-09-03,43
2019-09-04,30
2019-09-05,53
2019-09-06,51
2019-09-07,48
2019-09-08,34
2019-09-09,81
2019-09-10,84
2019-09-11,42
2019-09-12,No data
2019-09-13,No data
2019-09-14,137
2019-09-15,41
2019-09-16,69
2019-09-17,59
2019-09-18,101
2019-09-19,94
2019-09-20,69
2019-09-21,59
2019-09-22,49
2019-09-23,54
2019-09-24,59
2019-09-25,65
2019-09-26,44
2019-09-27,50
2019-09-28,51
2019-09-29,25
2019-09-30,85
2019-10-01,53
2019-10-02,101
2019-10-03,130
2019-10-04,92
2019-10-05,86
2019-10-06,59
2019-10-07,105
2019-10-08,71
2019-10-09,67
2019-10-10,47
2019-10-11,45
2019-10-12,114
2019-10-13,28
2019-10-14,55
2019-10-15,121
2019-10-16,91
2019-10-17,115
2019-10-18,63
2019-10-19,83
2019-10-20,38
2019-10-21,41
2019-10-22,112
2019-10-23,129
2019-10-24,100
2019-10-25,65
2019-10-26,56
2019-10-27,59
2019-10-28,88
2019-10-29,53
2019-10-30,55
2019-10-31,102
2019-11-01,101
2019-11-02,44
2019-11-03,58
2019-11-04,77
2019-11-05,61
2019-11-06,112
2019-11-07,94
2019-11-08,135
2019-11-09,81
2019-11-10,78
2019-11-11,51
2019-11-12,55
2019-11-13,105
2019-11-14,58
2019-11-15,45
2019-11-16,149
2019-11-17,69
2019-11-18,83
2019-11-19,160
2019-11-20,95
2019-11-21,77
2019-11-22,69
2019-11-23,58
2019-11-24,84
2019-11-25,77
2019-11-26,81
2019-11-27,91
2019-11-28,59
2019-11-29,161
2019-11-30,117
2019-12-01,43
2019-12-02,179
2019-12-03,142
2019-12-04,230
2019-12-05,94
2019-12-06,61
2019-12-07,79
2019-12-08,26
2019-12-09,88
2019-12-10,57
2019-12-11,114
2019-12-12,94
2019-12-13,70
2019-12-14,66
2019-12-15,34
2019-12-16,140
2019-12-17,151
2019-12-18,105
2019-12-19,73
2019-12-20,71
2019-12-21,67
2019-12-22,43
2019-12-23,70
2019-12-24,58
2019-12-25,29
2019-12-26,25
2019-12-27,109
2019-12-28,94
2019-12-29,39
2019-12-30,80
2019-12-31,56
2020-01-01,40
2020-01-02,48
2020-01-03,69
2020-01-04,74
2020-01-05,34
2020-01-06,50
2020-01-07,52
2020-01-08,97
2020-01-09,51
2020-01-10,106
2020-01-11,46
2020-01-12,36
2020-01-13,51
2020-01-14,39
2020-01-15,69
2020-01-16,60
2020-01-17,60
2020-01-18,93
2020-01-19,87
2020-01-20,150
2020-01-21,175
2020-01-22,147
2020-01-23,140
2020-01-24,136
2020-01-25,102
2020-01-26,38
2020-01-27,76
2020-01-28,55
2020-01-29,54
2020-01-30,60
2020-01-31,45
2020-02-01,45
2020-02-02,24
2020-02-03,52
2020-02-04,67
2020-02-05,134
2020-02-06,178
2020-02-07,86
2020-02-08,63
2020-02-09,14
2020-02-10,34
2020-02-11,27
2020-02-12,63
2020-02-13,58
2020-02-14,74
2020-02-15,31
2020-02-16,20
2020-02-17,48
2020-02-18,47
2020-02-19,73
2020-02-20,59
2020-02-21,53
2020-02-22,41
2020-02-23,28
2020-02-24,37
2020-02-25,55
2020-02-26,59
2020-02-27,74
2020-02-28,66
2020-02-29,37
2020-03-01,23
2020-03-02,No data
2020-03-03,No data
2020-03-04,72
2020-03-05,31
2020-03-06,113
2020-03-07,63
2020-03-08,26
2020-03-09,43
2020-03-10,30
2020-03-11,43
2020-03-12,29
2020-03-13,72
2020-03-14,57
2020-03-15,31
2020-03-16,79
2020-03-17,39
2020-03-18,35
2020-03-19,32
2020-03-20,No data
2020-03-21,No data
2020-03-22,No data
2020-03-23,No data
2020-03-24,No data
2020-03-25,No data
2020-03-26,No data
2020-03-27,No data
2020-03-28,No data
2020-03-29,No data
2020-03-30,No data
2020-03-31,No data
2020-04-01,No data
2020-04-02,No data
2020-04-03,No data
2020-04-04,No data
2020-04-05,No data
2020-04-06,No data
2020-04-07,No data
2020-04-08,No data
2020-04-09,No data
2020-04-10,No data
2020-04-11,No data
2020-04-12,No data
2020-04-13,No data
2020-04-14,No data
2020-04-15,No data
2020-04-16,No data
2020-04-17,No data
2020-04-18,No data
2020-04-19,No data
2020-04-20,No data
2020-04-21,No data
2020-04-22,No data
2020-04-23,No data
2020-04-24,No data
2020-04-25,No data
2020-04-26,No data
2020-04-27,No data
2020-04-28,No data
2020-04-29,No data
2020-04-30,No data
2020-05-01,No data
2020-05-02,No data
2020-05-03,No data
2020-05-04,No data
2020-05-05,No data
2020-05-06,No data
2020-05-07,No data
2020-05-08,No data
2020-05-09,No data
2020-05-10,No data
2020-05-11,No data
2020-05-12,22
2020-05-13,10
2020-05-14,14
2020-05-15,21
2020-05-16,20
2020-05-17,13
2020-05-18,14
2020-05-19,19
2020-05-20,21
2020-05-21,20
2020-05-22,12
2020-05-23,6
2020-05-24,9
2020-05-25,17
2020-05-26,19
2020-05-27,16
2020-05-28,12
2020-05-29,9
2020-05-30,9
2020-05-31,7
2020-06-01,11
2020-06-02,13
2020-06-03,12
2020-06-04,17
2020-06-05,16
2020-06-06,13
2020-06-07,14
2020-06-08,13
2020-06-09,18
2020-06-10,26
2020-06-11,13
2020-06-12,13
2020-06-13,16
2020-06-14,16
2020-06-15,25
2020-06-16,30
2020-06-17,26
2020-06-18,25
2020-06-19,19
2020-06-20,19
2020-06-21,13
2020-06-22,21
2020-06-23,24
2020-06-24,22
2020-06-25,23
2020-06-26,26
2020-06-27,14
2020-06-28,7
2020-06-29,17
2020-06-30,25
2020-07-01,30
2020-07-02,28
2020-07-03,23
2020-07-04,17
2020-07-05,9
2020-07-06,24
2020-07-07,35
2020-07-08,36
2020-07-09,31
2020-07-10,37
2020-07-11,37
2020-07-12,25
2020-07-13,34
2020-07-14,38
2020-07-15,40
2020-07-16,41
2020-07-17,41
2020-07-18,36
2020-07-19,16
2020-07-20,29
2020-07-21,33
2020-07-22,37
2020-07-23,30
2020-07-24,40
2020-07-25,31
2020-07-26,16
2020-07-27,29
2020-07-28,28
2020-07-29,38
2020-07-30,45
2020-07-31,34
2020-08-01,32
2020-08-02,17
2020-08-03,34
2020-08-04,36
2020-08-05,24
2020-08-06,38
2020-08-07,69
2020-08-08,21
2020-08-09,12
2020-08-10,24
2020-08-11,32
2020-08-12,28
2020-08-13,20
2020-08-14,24
2020-08-15,22
2020-08-16,18
2020-08-17,44
2020-08-18,33
2020-08-19,41
2020-08-20,36
2020-08-21,18
2020-08-22,22
2020-08-23,19
2020-08-24,40
2020-08-25,24
2020-08-26,35
2020-08-27,53
2020-08-28,44
2020-08-29,34
2020-08-30,17
2020-08-31,38
2020-09-01,60
2020-09-02,51
2020-09-03,32
2020-09-04,48
2020-09-05,54
2020-09-06,35
2020-09-07,46
2020-09-08,38
2020-09-09,44
2020-09-10,59
2020-09-11,49
2020-09-12,49
2020-09-13,29
2020-09-14,57
2020-09-15,37
2020-09-16,23
2020-09-17,22
2020-09-18,22
2020-09-19,22
2020-09-20,14
2020-09-21,59
2020-09-22,52
2020-09-23,46
2020-09-24,49
2020-09-25,35
2020-09-26,36
2020-09-27,16
2020-09-28,64
2020-09-29,78
2020-09-30,54
2020-10-01,75
2020-10-02,25
2020-10-03,65
2020-10-04,27
2020-10-05,45
2020-10-06,40
2020-10-07,42
2020-10-08,45
2020-10-09,61
2020-10-10,52
2020-10-11,42
2020-10-12,67
2020-10-13,49
2020-10-14,31
2020-10-15,37
2020-10-16,44
2020-10-17,57
2020-10-18,40
2020-10-19,62
2020-10-20,43
2020-10-21,47
2020-10-22,41
2020-10-23,49
2020-10-24,38
2020-10-25,30
2020-10-26,50
2020-10-27,46
2020-10-28,41
2020-10-29,37
2020-10-30,49
2020-10-31,38
2020-11-01,17
2020-11-02,24
2020-11-03,62
2020-11-04,118
2020-11-05,112
2020-11-06,92
2020-11-07,83
2020-11-08,57
2020-11-09,63
2020-11-10,81
2020-11-11,42
2020-11-12,41
2020-11-13,47
2020-11-14,26
2020-11-15,12
2020-11-16,32
2020-11-17,26
2020-11-18,No data
2020-11-19,No data
2020-11-20,No data
2020-11-21,No data
2020-11-22,No data
2020-11-23,No data
2020-11-24,No data
2020-11-25,62
2020-11-26,151
2020-11-27,111
2020-11-28,66
2020-11-29,39
2020-11-30,45
2020-12-01,65
2020-12-02,95
2020-12-03,81
2020-12-04,69
2020-12-05,70
2020-12-06,56
2020-12-07,98
2020-12-08,125
2020-12-09,90
2020-12-10,61
2020-12-11,125
2020-12-12,60
2020-12-13,35
2020-12-14,40
2020-12-15,72
2020-12-16,54
2020-12-17,63
2020-12-18,36
2020-12-19,42
2020-12-20,32
2020-12-21,46
2020-12-22,60
2020-12-23,87
2020-12-24,35
2020-12-25,15
2020-12-26,9
2020-12-27,23
2020-12-28,43
2020-12-29,58
2020-12-30,82
2020-12-31,68
2021-01-01,28
2021-01-02,58
2021-01-03,21
2021-01-04,29
2021-01-05,28
2021-01-06,46
2021-01-07,89
2021-01-08,74
2021-01-09,68
2021-01-10,32
2021-01-11,38
2021-01-12,59
2021-01-13,74
2021-01-14,34
2021-01-15,94
2021-01-16,64
2021-01-17,29
2021-01-18,45
2021-01-19,22
2021-01-20,20
2021-01-21,34
2021-01-22,71
2021-01-23,61
2021-01-24,31
2021-01-25,47
2021-01-26,65
2021-01-27,69
2021-01-28,36
2021-01-29,27
2021-01-30,15
2021-01-31,19
2021-02-01,59
2021-02-02,34
2021-02-03,42
2021-02-04,46
2021-02-05,45
2021-02-06,30
2021-02-07,8
2021-02-08,22
2021-02-09,24
2021-02-10,26
2021-02-11,36
2021-02-12,27
2021-02-13,22
2021-02-14,20
2021-02-15,38
2021-02-16,27
2021-02-17,21
2021-02-18,No data
2021-02-19,No data
2021-02-20,21
2021-02-21,25
2021-02-22,62
2021-02-23,27
2021-02-24,22
2021-02-25,42
2021-02-26,69
2021-02-27,62
2021-02-28,31
2021-03-01,24
2021-03-02,37
2021-03-03,36
2021-03-04,23
2021-03-05,30
2021-03-06,33
2021-03-07,26
2021-03-08,62
2021-03-09,43
2021-03-10,19
2021-03-11,18
2021-03-12,19
2021-03-13,16
2021-03-14,14
2021-03-15,37
2021-03-16,36
2021-03-17,32
2021-03-18,30
2021-03-19,23
2021-03-20,32
2021-03-21,19
2021-03-22,46
2021-03-23,44
2021-03-24,41
2021-03-25,33
2021-03-26,23
2021-03-27,22
2021-03-28,11
2021-03-29,32
2021-03-30,54
2021-03-31,98
2021-04-01,27
2021-04-02,12
2021-04-03,17
2021-04-04,18
2021-04-05,13
2021-04-06,31
2021-04-07,37
2021-04-08,28
2021-04-09,36
2021-04-10,24
2021-04-11,21
2021-04-12,68
2021-04-13,67
2021-04-14,39
2021-04-15,36
2021-04-16,47
2021-04-17,38
2021-04-18,33
2021-04-19,43
2021-04-20,59
2021-04-21,37
2021-04-22,37
2021-04-23,48
2021-04-24,33
2021-04-25,14
2021-04-26,28
2021-04-27,50
2021-04-28,34
2021-04-29,37
2021-04-30,45
2021-05-01,33
2021-05-02,36
2021-05-03,21
2021-05-04,27
2021-05-05,No data
2021-05-06,48
2021-05-07,53
2021-05-08,37
2021-05-09,27
2021-05-10,32
2021-05-11,46
2021-05-12,45
2021-05-13,49
2021-05-14,44
2021-05-15,47
2021-05-16,29
2021-05-17,48
2021-05-18,47
2021-05-19,49
2021-05-20,33
2021-05-21,24
2021-05-22,56
2021-05-23,23
2021-05-24,38
2021-05-25,40
2021-05-26,54
2021-05-27,39
2021-05-28,63
2021-05-29,37
2021-05-30,18
2021-05-31,20
2021-06-01,32
2021-06-02,33
2021-06-03,46
2021-06-04,31
2021-06-05,53
2021-06-06,28
2021-06-07,42
2021-06-08,51
2021-06-09,44
2021-06-10,39
2021-06-11,34
2021-06-12,51
2021-06-13,26
2021-06-14,30
2021-06-15,34
2021-06-16,43
2021-06-17,31
2021-06-18,25
2021-06-19,28
2021-06-20,15
2021-06-21,24
2021-06-22,27
2021-06-23,40
2021-06-24,52
2021-06-25,44
2021-06-26,23
2021-06-27,15
2021-06-28,34
2021-06-29,27
2021-06-30,41
2021-07-01,46
2021-07-02,53
2021-07-03,53
2021-07-04,26
2021-07-05,38
2021-07-06,36
2021-07-07,35
2021-07-08,63
2021-07-09,55
2021-07-10,59
2021-07-11,31
2021-07-12,33
2021-07-13,43
2021-07-14,42
2021-07-15,33
2021-07-16,38
2021-07-17,36
2021-07-18,26
2021-07-19,38
2021-07-20,46
2021-07-21,37
2021-07-22,35
2021-07-23,26
2021-07-24,24
2021-07-25,17
2021-07-26,45
2021-07-27,53
2021-07-28,43
2021-07-29,39
2021-07-30,41
2021-07-31,52
2021-08-01,24
2021-08-02,41
2021-08-03,48
2021-08-04,41
2021-08-05,43
2021-08-06,35
2021-08-07,49
2021-08-08,17
2021-08-09,41
2021-08-10,36
2021-08-11,48
2021-08-12,39
2021-08-13,41
2021-08-14,48
2021-08-15,24
2021-08-16,36
2021-08-17,46
2021-08-18,43
2021-08-19,51
2021-08-20,66
2021-08-21,63
2021-08-22,26
2021-08-23,27
2021-08-24,27
2021-08-25,29
2021-08-26,24
2021-08-27,37
2021-08-28,35
2021-08-29,24
2021-08-30,16
2021-08-31,31
2021-09-01,32
2021-09-02,28
2021-09-03,33
2021-09-04,28
2021-09-05,25
2021-09-06,64
2021-09-07,65
2021-09-08,47
2021-09-09,51
2021-09-10,62
2021-09-11,58
2021-09-12,24
2021-09-13,36
2021-09-14,57
2021-09-15,62
2021-09-16,82
2021-09-17,74
2021-09-18,65
2021-09-19,38
2021-09-20,46
2021-09-21,83
2021-09-22,74
2021-09-23,59
2021-09-24,63
2021-09-25,64
2021-09-26,37
2021-09-27,35
2021-09-28,47
2021-09-29,46
2021-09-30,41
2021-10-01,49
2021-10-02,58
2021-10-03,30
2021-10-04,39
2021-10-05,40
2021-10-06,59
2021-10-07,67
2021-10-08,63
2021-10-09,78
2021-10-10,46
2021-10-11,76
2021-10-12,55
2021-10-13,92
2021-10-14,77
2021-10-15,61
2021-10-16,89
2021-10-17,48
2021-10-18,65
2021-10-19,35
2021-10-20,52
2021-10-21,70
2021-10-22,66
2021-10-23,82
2021-10-24,39
2021-10-25,61
2021-10-26,56
2021-10-27,38
2021-10-28,44
2021-10-29,53
2021-10-30,56
2021-10-31,25
2021-11-01,50
2021-11-02,110
2021-11-03,88
2021-11-04,55
2021-11-05,94
2021-11-06,45
2021-11-07,33
2021-11-08,85
2021-11-09,55
2021-11-10,88
2021-11-11,85
2021-11-12,55
2021-11-13,64
2021-11-14,31
2021-11-15,132
2021-11-16,113
2021-11-17,83
2021-11-18,73
2021-11-19,85
2021-11-20,77
2021-11-21,27
2021-11-22,59
2021-11-23,117
2021-11-24,102
2021-11-25,73
2021-11-26,71
2021-11-27,37
2021-11-28,48
2021-11-29,102
2021-11-30,50
2021-12-01,45
2021-12-02,76
2021-12-03,110
2021-12-04,62
2021-12-05,28
2021-12-06,70
2021-12-07,59
2021-12-08,37
2021-12-09,74
2021-12-10,57
2021-12-11,85
2021-12-12,No data
2021-12-13,No data
2021-12-14,No data
2021-12-15,79
2021-12-16,113
2021-12-17,78
2021-12-18,39
2021-12-19,28
2021-12-20,47
2021-12-21,67
2021-12-22,106
2021-12-23,77
2021-12-24,72
2021-12-25,24
2021-12-26,42
2021-12-27,40
2021-12-28,26
2021-12-29,44
2021-12-30,37
2021-12-31,39
2022-01-01,17
2022-01-02,24
2022-01-03,28
2022-01-04,53
2022-01-05,68
2022-01-06,74
2022-01-07,68
2022-01-08,45
2022-01-09,44
2022-01-10,98
2022-01-11,74
2022-01-12,137
2022-01-13,141
2022-01-14,175
2022-01-15,108
2022-01-16,54
2022-01-17,145
2022-01-18,144
2022-01-19,78
2022-01-20,78
2022-01-21,107
2022-01-22,110
2022-01-23,60
2022-01-24,57
2022-01-25,68
2022-01-26,65
2022-01-27,54
2022-01-28,71
2022-01-29,35
2022-01-30,44
2022-01-31,39
2022-02-01,26
2022-02-02,52
2022-02-03,47
2022-02-04,43
2022-02-05,43
2022-02-06,18
2022-02-07,61
2022-02-08,40
2022-02-09,55
2022-02-10,57
2022-02-11,91
2022-02-12,46
2022-02-13,23
2022-02-14,41
2022-02-15,45
2022-02-16,No data
2022-02-17,No data
2022-02-18,15
2022-02-19,39
2022-02-20,17
2022-02-21,25
2022-02-22,33
2022-02-23,41
2022-02-24,34
2022-02-25,70
2022-02-26,83
2022-02-27,32
2022-02-28,46
2022-03-01,25
2022-03-02,85
2022-03-03,81
2022-03-04,80
2022-03-05,28
2022-03-06,25
2022-03-07,42
2022-03-08,54
2022-03-09,42
2022-03-10,43
2022-03-11,42
2022-03-12,38
2022-03-13,34
2022-03-14,61
2022-03-15,64
2022-03-16,64
2022-03-17,57
2022-03-18,61
2022-03-19,34
2022-03-20,26
2022-03-21,73
2022-03-22,78
2022-03-23,102
2022-03-24,92
2022-03-25,56
2022-03-26,35
2022-03-27,26
2022-03-28,60
2022-03-29,32
2022-03-30,35
2022-03-31,22
2022-04-01,29
2022-04-02,43
2022-04-03,41
2022-04-04,29
2022-04-05,30
2022-04-06,21
2022-04-07,20
2022-04-08,42
2022-04-09,47
2022-04-10,43
2022-04-11,47
2022-04-12,53
2022-04-13,40
2022-04-14,52
2022-04-15,43
2022-04-16,41
2022-04-17,32
2022-04-18,37
2022-04-19,31
2022-04-20,26
2022-04-21,No data
2022-04-22,No data
2022-04-23,19
2022-04-24,14
2022-04-25,26
2022-04-26,29
2022-04-27,27
2022-04-28,26
2022-04-29,29
2022-04-30,59
2022-05-01,34
2022-05-02,27
2022-05-03,28
2022-05-04,43
2022-05-05,51
2022-05-06,52
2022-05-07,26
2022-05-08,20
2022-05-09,34
2022-05-10,30
2022-05-11,39
2022-05-12,38
2022-05-13,34
2022-05-14,40
2022-05-15,32
2022-05-16,37
2022-05-17,36
2022-05-18,38
2022-05-19,45
2022-05-20,42
2022-05-21,48
2022-05-22,35
2022-05-23,41
2022-05-24,33
2022-05-25,33
2022-05-26,30
2022-05-27,37
2022-05-28,27
2022-05-29,20
2022-05-30,46
2022-05-31,47
2022-06-01,50
2022-06-02,29
2022-06-03,16
2022-06-04,14
2022-06-05,No data
2022-06-06,54
2022-06-07,40
2022-06-08,36
2022-06-09,37
2022-06-10,38
2022-06-11,39
2022-06-12,25
2022-06-13,43
2022-06-14,44
2022-06-15,42
2022-06-16,47
2022-06-17,46
2022-06-18,31
2022-06-19,20
2022-06-20,29
2022-06-21,36
2022-06-22,34
2022-06-23,47
2022-06-24,44
2022-06-25,37
2022-06-26,21
2022-06-27,36
2022-06-28,38
2022-06-29,44
2022-06-30,45
2022-07-01,45
2022-07-02,39
2022-07-03,30
2022-07-04,33
2022-07-05,39
2022-07-06,35
2022-07-07,29
2022-07-08,41
2022-07-09,25
2022-07-10,20
2022-07-11,44
2022-07-12,54
2022-07-13,44
2022-07-14,33
2022-07-15,38
2022-07-16,31
2022-07-17,28
2022-07-18,53
2022-07-19,42
2022-07-20,28
2022-07-21,20
2022-07-22,25
2022-07-23,35
2022-07-24,16
2022-07-25,25
2022-07-26,26
2022-07-27,31
2022-07-28,23
2022-07-29,24
2022-07-30,33
2022-07-31,16
2022-08-01,36
2022-08-02,20
2022-08-03,26
2022-08-04,33
2022-08-05,42
2022-08-06,36
2022-08-07,26
2022-08-08,19
2022-08-09,27
2022-08-10,19
2022-08-11,21
2022-08-12,22
2022-08-13,25
2022-08-14,18
2022-08-15,39
2022-08-16,45
2022-08-17,15
2022-08-18,30
2022-08-19,29
2022-08-20,28
2022-08-21,23
2022-08-22,38
2022-08-23,No data
2022-08-24,No data
2022-08-25,No data
2022-08-26,67
2022-08-27,26
2022-08-28,17
2022-08-29,11
2022-08-30,23
2022-08-31,12
